method,split,stress_level,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
pseudo_reward_td_relabeling,stress_04,0.44444,0,48,0.66319,0.05712,0.42014,0.06877,0.47917,0.05294,0.09375,0.03212,0.26389,0.04545,0.05208,0.02602,0.11806,0.03885,0.32986,0.05371,0.65188,0.01682,0.05476,0.00363,0.27140,0.00556,0.25319,0.06341
pseudo_reward_td_relabeling,stress_04,0.44444,1,48,0.60764,0.05629,0.39931,0.04739,0.46528,0.06071,0.07986,0.02916,0.26736,0.05975,0.03125,0.01860,0.15625,0.04500,0.33333,0.04665,0.65327,0.01634,0.05471,0.00372,0.27344,0.00612,0.20186,0.07407
pseudo_reward_td_relabeling,stress_04,0.44444,2,48,0.68403,0.04982,0.34722,0.05903,0.44444,0.04698,0.12153,0.03605,0.25694,0.04660,0.04861,0.02566,0.13194,0.03762,0.37153,0.05349,0.65314,0.01669,0.05507,0.00372,0.27214,0.00566,0.25859,0.05795
pseudo_reward_td_relabeling,stress_04,0.44444,3,48,0.65278,0.06656,0.36458,0.05022,0.46181,0.06015,0.08681,0.03638,0.26389,0.04439,0.03819,0.02003,0.15625,0.04173,0.34375,0.05451,0.65350,0.01683,0.05500,0.00355,0.27146,0.00607,0.23743,0.08346
pseudo_reward_td_relabeling,stress_04,0.44444,4,48,0.65972,0.05412,0.42014,0.06667,0.46181,0.05855,0.09375,0.04340,0.23958,0.05664,0.03819,0.02003,0.12500,0.03298,0.34028,0.05324,0.65041,0.01684,0.05481,0.00366,0.27079,0.00600,0.27113,0.05901
pseudo_reward_td_relabeling,stress_04,0.44444,5,48,0.61806,0.06148,0.39236,0.07047,0.41319,0.05586,0.08333,0.02573,0.24653,0.04958,0.03819,0.02003,0.13542,0.03460,0.38194,0.05668,0.65221,0.01653,0.05452,0.00362,0.27072,0.00600,0.22483,0.07085
pseudo_reward_td_relabeling,stress_04,0.44444,6,48,0.68056,0.04847,0.42361,0.05143,0.46875,0.06644,0.10417,0.03966,0.22917,0.03966,0.04514,0.02330,0.13542,0.03594,0.38542,0.05515,0.65298,0.01668,0.05490,0.00367,0.27225,0.00604,0.27683,0.05595
pseudo_reward_td_relabeling,stress_04,0.44444,7,48,0.63194,0.05498,0.40278,0.05573,0.42708,0.05494,0.12500,0.03574,0.25694,0.05913,0.02431,0.01682,0.17014,0.05006,0.36111,0.04165,0.65223,0.01651,0.05458,0.00362,0.27166,0.00625,0.20808,0.07176
pseudo_reward_td_relabeling,stress_04,0.44444,8,48,0.65278,0.05657,0.36458,0.04927,0.42014,0.05753,0.07639,0.02911,0.27431,0.06034,0.04861,0.02374,0.14931,0.03403,0.34375,0.05705,0.65302,0.01640,0.05473,0.00375,0.27197,0.00629,0.23100,0.06671
pseudo_reward_td_relabeling,stress_04,0.44444,9,48,0.67708,0.06554,0.38542,0.04878,0.47917,0.05204,0.10069,0.02875,0.24306,0.04859,0.03472,0.01935,0.15972,0.04761,0.35764,0.05586,0.65163,0.01664,0.05474,0.00366,0.27321,0.00586,0.26580,0.08864
pseudo_reward_td_relabeling,stress_05,0.55556,0,48,0.67014,0.05371,0.30208,0.05726,0.40972,0.05143,0.11111,0.03682,0.29514,0.04886,0.04861,0.02744,0.15972,0.04453,0.36111,0.05085,0.67456,0.01791,0.06660,0.00399,0.28105,0.00572,0.21209,0.06692
pseudo_reward_td_relabeling,stress_05,0.55556,1,48,0.65625,0.06697,0.35764,0.04958,0.43056,0.06440,0.09722,0.03991,0.25000,0.05054,0.03819,0.02226,0.15972,0.04956,0.32292,0.05092,0.67514,0.01829,0.06645,0.00385,0.28054,0.00631,0.23520,0.08442
pseudo_reward_td_relabeling,stress_05,0.55556,2,48,0.64931,0.05855,0.42014,0.06738,0.44097,0.05458,0.10764,0.03950,0.26736,0.05650,0.04514,0.02706,0.12153,0.03035,0.33333,0.05147,0.67318,0.01821,0.06618,0.00389,0.28159,0.00602,0.23234,0.07300
pseudo_reward_td_relabeling,stress_05,0.55556,3,48,0.62500,0.06415,0.37847,0.06208,0.43403,0.05393,0.09722,0.02891,0.27083,0.05019,0.03125,0.01860,0.14236,0.03766,0.36458,0.05808,0.67488,0.01779,0.06598,0.00391,0.28041,0.00616,0.21369,0.07789
pseudo_reward_td_relabeling,stress_05,0.55556,4,48,0.66319,0.04403,0.40278,0.05822,0.44097,0.06773,0.11458,0.03528,0.24653,0.04561,0.05556,0.02634,0.18056,0.03870,0.35764,0.04958,0.67501,0.01783,0.06636,0.00396,0.28209,0.00610,0.20329,0.04974
pseudo_reward_td_relabeling,stress_05,0.55556,5,48,0.61111,0.05357,0.40972,0.05913,0.42708,0.05909,0.10764,0.03572,0.27431,0.05794,0.02778,0.01776,0.17014,0.05629,0.35764,0.04238,0.67447,0.01802,0.06615,0.00394,0.28111,0.00625,0.17999,0.07441
pseudo_reward_td_relabeling,stress_05,0.55556,6,48,0.64583,0.06123,0.35417,0.04827,0.37153,0.04982,0.07639,0.02566,0.29167,0.06113,0.05208,0.02602,0.15972,0.03885,0.33681,0.05458,0.67484,0.01774,0.06604,0.00397,0.28143,0.00641,0.20209,0.06885
pseudo_reward_td_relabeling,stress_05,0.55556,7,48,0.65972,0.06736,0.38194,0.05143,0.46528,0.05412,0.09028,0.02911,0.25347,0.05237,0.03472,0.02166,0.14583,0.04309,0.35417,0.05470,0.67349,0.01799,0.06621,0.00398,0.28288,0.00591,0.25326,0.07916
pseudo_reward_td_relabeling,stress_05,0.55556,8,48,0.64583,0.05723,0.35417,0.06275,0.43056,0.05131,0.10764,0.04403,0.25694,0.05050,0.05903,0.02834,0.16319,0.04613,0.31597,0.05691,0.67475,0.01780,0.06658,0.00399,0.27901,0.00598,0.19185,0.08539
pseudo_reward_td_relabeling,stress_05,0.55556,9,48,0.64236,0.05586,0.44792,0.06240,0.42708,0.05407,0.10764,0.03828,0.27431,0.05371,0.04167,0.02281,0.15625,0.03561,0.36806,0.06375,0.67336,0.01788,0.06634,0.00392,0.28212,0.00626,0.20473,0.07259
pseudo_reward_td_relabeling,stress_06,0.66667,0,48,0.64931,0.04982,0.40278,0.05573,0.40625,0.05138,0.10764,0.03950,0.27778,0.05268,0.06944,0.03050,0.12153,0.03187,0.30208,0.05643,0.69525,0.01946,0.07764,0.00421,0.29146,0.00632,0.19679,0.07518
pseudo_reward_td_relabeling,stress_06,0.66667,1,48,0.62847,0.06093,0.38542,0.06086,0.39931,0.05030,0.10417,0.03018,0.27431,0.05371,0.03819,0.02003,0.15278,0.03870,0.34375,0.05274,0.69667,0.01939,0.07733,0.00419,0.29057,0.00604,0.19387,0.07984
pseudo_reward_td_relabeling,stress_06,0.66667,2,48,0.65625,0.04903,0.40278,0.05657,0.41319,0.06808,0.10417,0.03316,0.26736,0.05480,0.05208,0.02413,0.16667,0.04127,0.33681,0.04813,0.69711,0.01904,0.07795,0.00426,0.29102,0.00606,0.20056,0.04997
pseudo_reward_td_relabeling,stress_06,0.66667,3,48,0.58333,0.05415,0.37153,0.04982,0.42014,0.05501,0.12847,0.03403,0.29167,0.05459,0.05556,0.02448,0.16667,0.05415,0.31944,0.04648,0.69663,0.01929,0.07774,0.00420,0.29063,0.00630,0.10204,0.08819
pseudo_reward_td_relabeling,stress_06,0.66667,4,48,0.61458,0.06163,0.34028,0.04761,0.39236,0.04613,0.08333,0.03076,0.31597,0.05774,0.05903,0.02834,0.15278,0.03870,0.32639,0.05143,0.69607,0.01895,0.07734,0.00420,0.29069,0.00665,0.14966,0.08403
pseudo_reward_td_relabeling,stress_06,0.66667,5,48,0.62847,0.06093,0.36806,0.05412,0.44792,0.05515,0.11111,0.03931,0.27431,0.05192,0.03819,0.02226,0.13889,0.04596,0.36806,0.06225,0.69574,0.01921,0.07761,0.00428,0.29239,0.00605,0.19928,0.07424
pseudo_reward_td_relabeling,stress_06,0.66667,6,48,0.62500,0.05713,0.37500,0.06113,0.39583,0.05204,0.09722,0.03870,0.27778,0.04698,0.06597,0.03035,0.17361,0.04660,0.32639,0.05412,0.69722,0.01903,0.07801,0.00421,0.28862,0.00614,0.14866,0.08288
pseudo_reward_td_relabeling,stress_06,0.66667,7,48,0.60764,0.05192,0.42361,0.05751,0.39583,0.05112,0.11458,0.04029,0.30556,0.05357,0.05208,0.02209,0.15625,0.03692,0.37847,0.06650,0.69577,0.01905,0.07783,0.00416,0.29118,0.00645,0.13759,0.06000
pseudo_reward_td_relabeling,stress_06,0.66667,8,48,0.62847,0.05349,0.36458,0.05558,0.35417,0.05556,0.12153,0.04097,0.25347,0.05053,0.07639,0.02566,0.13889,0.04165,0.36111,0.05943,0.69711,0.01916,0.07776,0.00418,0.29146,0.00577,0.16078,0.07585
pseudo_reward_td_relabeling,stress_06,0.66667,9,48,0.65972,0.05913,0.39236,0.04813,0.32292,0.05622,0.12500,0.04069,0.25694,0.04956,0.05208,0.02413,0.16667,0.04240,0.29167,0.05876,0.69652,0.01927,0.07763,0.00419,0.29036,0.00611,0.19853,0.08010
pseudo_reward_td_relabeling,stress_07,0.77778,0,48,0.66319,0.04714,0.35417,0.05886,0.41319,0.06596,0.10417,0.03590,0.31597,0.06246,0.05556,0.02634,0.18403,0.04982,0.31944,0.04944,0.71866,0.02035,0.08937,0.00461,0.30104,0.00645,0.16814,0.05727
pseudo_reward_td_relabeling,stress_07,0.77778,1,48,0.57986,0.05326,0.36806,0.04761,0.40278,0.04648,0.14583,0.03966,0.28125,0.04578,0.06250,0.02686,0.16319,0.04182,0.29861,0.05143,0.71850,0.02081,0.08954,0.00446,0.30016,0.00639,0.08468,0.07793
pseudo_reward_td_relabeling,stress_07,0.77778,2,48,0.60417,0.06123,0.35069,0.05169,0.40278,0.04847,0.10764,0.03572,0.32986,0.05955,0.04514,0.02525,0.15625,0.04173,0.32986,0.05794,0.71734,0.02028,0.08886,0.00446,0.30044,0.00689,0.13055,0.08807
pseudo_reward_td_relabeling,stress_07,0.77778,3,48,0.64583,0.05556,0.34375,0.04805,0.40972,0.05050,0.12500,0.04069,0.32639,0.05832,0.04861,0.02744,0.14931,0.05076,0.35069,0.05935,0.71728,0.02045,0.08911,0.00451,0.30140,0.00623,0.16582,0.07396
pseudo_reward_td_relabeling,stress_07,0.77778,4,48,0.62153,0.05650,0.34722,0.04748,0.40278,0.05313,0.09722,0.03618,0.29514,0.05523,0.07292,0.03212,0.18056,0.04332,0.31250,0.05112,0.71875,0.02052,0.08938,0.00444,0.29907,0.00630,0.12160,0.08395
pseudo_reward_td_relabeling,stress_07,0.77778,5,48,0.62153,0.04535,0.39236,0.05712,0.39236,0.05458,0.12153,0.04210,0.32986,0.05712,0.05208,0.02209,0.15278,0.04107,0.39583,0.06045,0.71752,0.02037,0.08932,0.00443,0.30110,0.00645,0.13569,0.05918
pseudo_reward_td_relabeling,stress_07,0.77778,6,48,0.61111,0.05782,0.36458,0.05022,0.34722,0.05313,0.12500,0.03951,0.27431,0.05371,0.09375,0.03212,0.17361,0.04453,0.35417,0.05470,0.71920,0.02053,0.08915,0.00448,0.30128,0.00585,0.08794,0.08192
pseudo_reward_td_relabeling,stress_07,0.77778,7,48,0.63889,0.06621,0.40278,0.05313,0.32986,0.05544,0.12153,0.04097,0.27778,0.05444,0.06944,0.02891,0.15972,0.04005,0.26389,0.05313,0.71814,0.02084,0.08915,0.00445,0.30008,0.00646,0.15144,0.08696
pseudo_reward_td_relabeling,stress_07,0.77778,8,48,0.59028,0.05324,0.31597,0.05169,0.40972,0.05412,0.11458,0.03787,0.31250,0.05470,0.07292,0.03494,0.19444,0.04386,0.32986,0.05629,0.71877,0.02064,0.08924,0.00455,0.30021,0.00638,0.06612,0.06900
pseudo_reward_td_relabeling,stress_07,0.77778,9,48,0.60764,0.05955,0.32986,0.06112,0.34028,0.05992,0.12847,0.04038,0.32986,0.04813,0.06250,0.02686,0.18750,0.04523,0.32292,0.04706,0.71892,0.02073,0.08948,0.00443,0.30140,0.00651,0.08525,0.07595
pseudo_reward_td_relabeling,stress_08,0.88889,0,48,0.61111,0.06253,0.35417,0.05470,0.39583,0.05640,0.12153,0.03734,0.32292,0.05622,0.05903,0.02996,0.15625,0.04058,0.34722,0.05903,0.73918,0.02146,0.10022,0.00467,0.30920,0.00695,0.11406,0.08865
pseudo_reward_td_relabeling,stress_08,0.88889,1,48,0.62847,0.05935,0.34375,0.04998,0.37500,0.04614,0.11458,0.03909,0.35069,0.06015,0.05208,0.02602,0.16667,0.05054,0.35764,0.04958,0.73990,0.02189,0.10068,0.00478,0.30990,0.00643,0.12412,0.07705
pseudo_reward_td_relabeling,stress_08,0.88889,2,48,0.60764,0.06112,0.33681,0.05371,0.37847,0.05565,0.10417,0.03456,0.32639,0.05913,0.08681,0.03505,0.18056,0.04332,0.28819,0.04638,0.74042,0.02177,0.10087,0.00471,0.30934,0.00637,0.07159,0.07647
pseudo_reward_td_relabeling,stress_08,0.88889,3,48,0.61806,0.05412,0.38194,0.05324,0.36458,0.05889,0.13194,0.03762,0.34375,0.06106,0.06597,0.02330,0.14931,0.04154,0.36458,0.06278,0.73942,0.02170,0.10077,0.00470,0.31041,0.00646,0.10384,0.07623
pseudo_reward_td_relabeling,stress_08,0.88889,4,48,0.60764,0.06112,0.35417,0.05383,0.34722,0.05822,0.15625,0.04394,0.27431,0.05794,0.06597,0.02875,0.17361,0.04122,0.34722,0.04944,0.74104,0.02182,0.10061,0.00473,0.31097,0.00608,0.09561,0.07227
pseudo_reward_td_relabeling,stress_08,0.88889,5,48,0.60417,0.06570,0.36458,0.04630,0.32639,0.05324,0.11458,0.04144,0.27431,0.05955,0.09028,0.03220,0.18403,0.04154,0.27778,0.05357,0.74027,0.02209,0.10096,0.00472,0.30936,0.00669,0.07904,0.08583
pseudo_reward_td_relabeling,stress_08,0.88889,6,48,0.57986,0.05671,0.29514,0.04789,0.38194,0.05050,0.12500,0.04295,0.33681,0.04911,0.07986,0.04009,0.20486,0.04376,0.32639,0.05832,0.74135,0.02183,0.10079,0.00478,0.30958,0.00661,0.02186,0.07915
pseudo_reward_td_relabeling,stress_08,0.88889,7,48,0.57639,0.05584,0.29514,0.05691,0.32639,0.05324,0.15278,0.03991,0.33681,0.05192,0.06944,0.02891,0.17014,0.04613,0.32292,0.05363,0.74053,0.02197,0.10086,0.00472,0.31038,0.00668,0.03817,0.07861
pseudo_reward_td_relabeling,stress_08,0.88889,8,48,0.61458,0.05767,0.34375,0.05184,0.38194,0.05668,0.15278,0.03618,0.29514,0.05169,0.05556,0.02448,0.17014,0.04714,0.30556,0.05357,0.74107,0.02174,0.10094,0.00478,0.31181,0.00631,0.10905,0.08026
pseudo_reward_td_relabeling,stress_08,0.88889,9,48,0.57986,0.04664,0.35417,0.05723,0.45486,0.05565,0.10764,0.03572,0.35764,0.05053,0.07986,0.03505,0.20833,0.04814,0.30903,0.05915,0.73892,0.02190,0.10065,0.00475,0.31015,0.00691,0.01969,0.06998
pseudo_reward_td_relabeling,stress_09,1.00000,0,48,0.59028,0.05992,0.31597,0.05169,0.39583,0.05640,0.11806,0.03220,0.38542,0.06240,0.10417,0.03845,0.18056,0.04439,0.28472,0.04761,0.76171,0.02280,0.11177,0.00475,0.31812,0.00661,-0.00061,0.07513
pseudo_reward_td_relabeling,stress_09,1.00000,1,48,0.60764,0.05955,0.35069,0.04886,0.35764,0.06073,0.16667,0.04240,0.36458,0.06047,0.06597,0.02706,0.16667,0.04457,0.33681,0.05544,0.76102,0.02266,0.11162,0.00481,0.31816,0.00654,0.05292,0.08670
pseudo_reward_td_relabeling,stress_09,1.00000,2,48,0.61111,0.06549,0.31250,0.05640,0.35417,0.06852,0.15278,0.04221,0.29861,0.05412,0.06944,0.03201,0.15972,0.04235,0.34028,0.04859,0.76284,0.02266,0.11157,0.00484,0.32021,0.00612,0.09097,0.07177
pseudo_reward_td_relabeling,stress_09,1.00000,3,48,0.57292,0.06732,0.35069,0.04789,0.34375,0.04805,0.13194,0.04235,0.31597,0.05169,0.10069,0.03605,0.18403,0.04266,0.26736,0.04935,0.76152,0.02300,0.11185,0.00479,0.31835,0.00657,0.00622,0.08610
pseudo_reward_td_relabeling,stress_09,1.00000,4,48,0.59375,0.05138,0.29514,0.05259,0.39583,0.05019,0.12847,0.04376,0.37500,0.05192,0.07292,0.03627,0.21181,0.04429,0.30903,0.04862,0.76175,0.02279,0.11161,0.00483,0.31793,0.00644,0.01725,0.07774
pseudo_reward_td_relabeling,stress_09,1.00000,5,48,0.56597,0.05030,0.30208,0.05558,0.31944,0.05131,0.16667,0.04240,0.37500,0.06113,0.06597,0.02330,0.16667,0.04863,0.30208,0.05207,0.76202,0.02301,0.11170,0.00481,0.31857,0.00671,0.00671,0.08024
pseudo_reward_td_relabeling,stress_09,1.00000,6,48,0.63194,0.05668,0.31250,0.04417,0.32986,0.05794,0.15972,0.04235,0.30903,0.05146,0.10417,0.03170,0.16319,0.04714,0.29167,0.04715,0.76294,0.02281,0.11185,0.00488,0.32077,0.00608,0.06370,0.07822
pseudo_reward_td_relabeling,stress_09,1.00000,7,48,0.58681,0.04456,0.34375,0.05451,0.43403,0.05975,0.13542,0.04421,0.36458,0.06047,0.07986,0.03505,0.18750,0.04309,0.30208,0.05808,0.76013,0.02289,0.11169,0.00485,0.31885,0.00661,0.01903,0.06176
pseudo_reward_td_relabeling,stress_09,1.00000,8,48,0.59375,0.05746,0.28819,0.05815,0.33333,0.05238,0.11806,0.03363,0.32292,0.05787,0.08333,0.02918,0.18750,0.05294,0.30903,0.05586,0.76184,0.02290,0.11141,0.00483,0.31887,0.00630,0.04773,0.08431
pseudo_reward_td_relabeling,stress_09,1.00000,9,48,0.63194,0.04122,0.31597,0.05436,0.39236,0.05544,0.14583,0.03966,0.38542,0.05684,0.06597,0.02706,0.14931,0.04266,0.29514,0.04689,0.76091,0.02256,0.11150,0.00482,0.31871,0.00605,0.08927,0.06759
risk_calibrated_temporal_credit_v5,stress_00,0.00000,0,48,0.85764,0.04009,0.76389,0.04545,0.74653,0.04862,0.00000,0.00000,0.03819,0.02003,0.00347,0.00681,0.01042,0.01153,0.59375,0.05579,0.36647,0.01119,0.00200,0.00000,0.07070,0.00203,0.76002,0.04015
risk_calibrated_temporal_credit_v5,stress_00,0.00000,1,48,0.84028,0.03634,0.70833,0.05459,0.72222,0.05268,0.00000,0.00000,0.05903,0.02478,0.00000,0.00000,0.00347,0.00681,0.58333,0.06597,0.36635,0.01129,0.00200,0.00000,0.07026,0.00215,0.74206,0.03670
risk_calibrated_temporal_credit_v5,stress_00,0.00000,2,48,0.80556,0.04492,0.75347,0.05586,0.73611,0.04545,0.00347,0.00681,0.05903,0.03150,0.00694,0.00952,0.00694,0.00952,0.56250,0.05640,0.36795,0.01088,0.00200,0.00000,0.07024,0.00216,0.69562,0.04601
risk_calibrated_temporal_credit_v5,stress_00,0.00000,3,48,0.81944,0.04439,0.68750,0.05204,0.72917,0.04924,0.00000,0.00000,0.04861,0.02374,0.00000,0.00000,0.01042,0.01153,0.57986,0.05671,0.36475,0.01105,0.00200,0.00000,0.07037,0.00232,0.72155,0.04442
risk_calibrated_temporal_credit_v5,stress_00,0.00000,4,48,0.83681,0.03950,0.65278,0.05131,0.73958,0.04854,0.00000,0.00000,0.07986,0.02571,0.00000,0.00000,0.01389,0.01317,0.57639,0.05913,0.36708,0.01111,0.00200,0.00000,0.06925,0.00239,0.72326,0.03939
risk_calibrated_temporal_credit_v5,stress_00,0.00000,5,48,0.81597,0.04154,0.64931,0.05169,0.69792,0.05115,0.00347,0.00681,0.05556,0.02634,0.00000,0.00000,0.01389,0.01317,0.55208,0.05684,0.36537,0.01147,0.00200,0.00000,0.07080,0.00203,0.71124,0.04581
risk_calibrated_temporal_credit_v5,stress_00,0.00000,6,48,0.85069,0.04154,0.74306,0.04956,0.71875,0.04878,0.00000,0.00000,0.06944,0.03484,0.00000,0.00000,0.02083,0.01576,0.57639,0.06225,0.36562,0.01161,0.00200,0.00000,0.07036,0.00234,0.73745,0.04236
risk_calibrated_temporal_credit_v5,stress_00,0.00000,7,48,0.85764,0.04349,0.65625,0.05274,0.70486,0.04689,0.00347,0.00681,0.04861,0.02166,0.00000,0.00000,0.00347,0.00681,0.54514,0.05393,0.36490,0.01084,0.00200,0.00000,0.07178,0.00200,0.76236,0.04458
risk_calibrated_temporal_credit_v5,stress_00,0.00000,8,48,0.85764,0.04456,0.67361,0.05412,0.68403,0.04982,0.00000,0.00000,0.03472,0.01935,0.00347,0.00681,0.01042,0.01153,0.56944,0.04748,0.36724,0.01145,0.00200,0.00000,0.06995,0.00200,0.76136,0.04226
risk_calibrated_temporal_credit_v5,stress_00,0.00000,9,48,0.84028,0.04345,0.68750,0.05204,0.70486,0.04689,0.00000,0.00000,0.05208,0.02413,0.00000,0.00000,0.01389,0.01317,0.55208,0.05161,0.36623,0.01124,0.00200,0.00000,0.06976,0.00224,0.73854,0.04683
risk_calibrated_temporal_credit_v5,stress_01,0.11111,0,48,0.82292,0.04285,0.72569,0.05192,0.72569,0.05192,0.00347,0.00681,0.06597,0.03333,0.00694,0.00952,0.01042,0.01153,0.56597,0.05214,0.38909,0.01233,0.00200,0.00000,0.07242,0.00213,0.70453,0.04324
risk_calibrated_temporal_credit_v5,stress_01,0.11111,1,48,0.84375,0.04173,0.64931,0.05608,0.71528,0.04453,0.00000,0.00000,0.06597,0.02875,0.00000,0.00000,0.01042,0.01153,0.59028,0.05584,0.38624,0.01242,0.00200,0.00000,0.07257,0.00205,0.73513,0.04051
risk_calibrated_temporal_credit_v5,stress_01,0.11111,2,48,0.84722,0.03870,0.65278,0.05313,0.72917,0.05204,0.00000,0.00000,0.09028,0.03762,0.00000,0.00000,0.01736,0.01751,0.56250,0.05723,0.38799,0.01242,0.00200,0.00000,0.07220,0.00228,0.72380,0.04233
risk_calibrated_temporal_credit_v5,stress_01,0.11111,3,48,0.82639,0.04660,0.62153,0.05214,0.71181,0.04838,0.00347,0.00681,0.06250,0.03018,0.00000,0.00000,0.01736,0.01456,0.53125,0.06352,0.38736,0.01292,0.00200,0.00000,0.07248,0.00179,0.71307,0.05040
risk_calibrated_temporal_credit_v5,stress_01,0.11111,4,48,0.86458,0.03970,0.72222,0.04798,0.68750,0.05383,0.00347,0.00681,0.07292,0.03212,0.00000,0.00000,0.02431,0.01943,0.59375,0.06518,0.38618,0.01288,0.00200,0.00000,0.07308,0.00228,0.74277,0.03942
risk_calibrated_temporal_credit_v5,stress_01,0.11111,5,48,0.85764,0.04009,0.67014,0.04911,0.69097,0.04238,0.00347,0.00681,0.06944,0.02891,0.00000,0.00000,0.01042,0.01153,0.54167,0.05876,0.38646,0.01218,0.00200,0.00000,0.07334,0.00185,0.74585,0.04248
risk_calibrated_temporal_credit_v5,stress_01,0.11111,6,48,0.85764,0.04125,0.66319,0.05100,0.65972,0.05412,0.00000,0.00000,0.04514,0.02525,0.00347,0.00681,0.01042,0.01153,0.59375,0.04655,0.38833,0.01267,0.00200,0.00000,0.07262,0.00202,0.75361,0.04309
risk_calibrated_temporal_credit_v5,stress_01,0.11111,7,48,0.82639,0.04558,0.67708,0.05705,0.68056,0.04748,0.00000,0.00000,0.05556,0.02971,0.00000,0.00000,0.01389,0.01317,0.55208,0.05684,0.38716,0.01252,0.00200,0.00000,0.07289,0.00225,0.71984,0.04610
risk_calibrated_temporal_credit_v5,stress_01,0.11111,8,48,0.81597,0.04886,0.67014,0.05006,0.73264,0.05214,0.00000,0.00000,0.05556,0.02246,0.00000,0.00000,0.01389,0.01317,0.62153,0.05565,0.38656,0.01297,0.00200,0.00000,0.07244,0.00239,0.70952,0.04832
risk_calibrated_temporal_credit_v5,stress_01,0.11111,9,48,0.84375,0.04805,0.70833,0.05459,0.72569,0.05100,0.00347,0.00681,0.07292,0.02556,0.00000,0.00000,0.02431,0.01943,0.61458,0.05929,0.38716,0.01278,0.00200,0.00000,0.07314,0.00188,0.72178,0.05146
risk_calibrated_temporal_credit_v5,stress_02,0.22222,0,48,0.85417,0.04083,0.65972,0.05412,0.71875,0.05429,0.00000,0.00000,0.08681,0.03766,0.00000,0.00000,0.02431,0.01943,0.52778,0.06100,0.40884,0.01374,0.00200,0.00000,0.07393,0.00201,0.72456,0.04432
risk_calibrated_temporal_credit_v5,stress_02,0.22222,1,48,0.85764,0.04349,0.61111,0.05268,0.68750,0.05294,0.00347,0.00681,0.08681,0.03074,0.00000,0.00000,0.01389,0.01317,0.52083,0.07123,0.40851,0.01423,0.00200,0.00000,0.07409,0.00172,0.73288,0.04782
risk_calibrated_temporal_credit_v5,stress_02,0.22222,2,48,0.86806,0.03762,0.68403,0.04689,0.68750,0.06045,0.00347,0.00681,0.07986,0.03074,0.00000,0.00000,0.03125,0.02313,0.57292,0.06518,0.40742,0.01440,0.00200,0.00000,0.07423,0.00199,0.73563,0.04011
risk_calibrated_temporal_credit_v5,stress_02,0.22222,3,48,0.85764,0.03766,0.66319,0.04509,0.65972,0.04956,0.00347,0.00681,0.09028,0.03501,0.00000,0.00000,0.01736,0.01456,0.53472,0.05751,0.40801,0.01344,0.00200,0.00000,0.07503,0.00188,0.72935,0.03943
risk_calibrated_temporal_credit_v5,stress_02,0.22222,4,48,0.84722,0.03746,0.67361,0.05234,0.64236,0.06227,0.00347,0.00681,0.05903,0.02662,0.00694,0.00952,0.01389,0.01317,0.59028,0.04453,0.40970,0.01387,0.00200,0.00000,0.07473,0.00198,0.72630,0.04441
risk_calibrated_temporal_credit_v5,stress_02,0.22222,5,48,0.83681,0.04182,0.65972,0.05913,0.64931,0.05436,0.00000,0.00000,0.05903,0.02834,0.00000,0.00000,0.01736,0.01456,0.54514,0.05393,0.40837,0.01383,0.00200,0.00000,0.07412,0.00200,0.72325,0.04044
risk_calibrated_temporal_credit_v5,stress_02,0.22222,6,48,0.82292,0.04805,0.64236,0.05501,0.73958,0.05319,0.00000,0.00000,0.06597,0.02525,0.00000,0.00000,0.00694,0.00952,0.59028,0.05584,0.40760,0.01418,0.00200,0.00000,0.07372,0.00201,0.71303,0.04889
risk_calibrated_temporal_credit_v5,stress_02,0.22222,7,48,0.85069,0.04038,0.67361,0.06071,0.69097,0.05414,0.00347,0.00681,0.09028,0.02744,0.00000,0.00000,0.02431,0.01943,0.61111,0.05943,0.40945,0.01376,0.00200,0.00000,0.07410,0.00211,0.71787,0.04587
risk_calibrated_temporal_credit_v5,stress_02,0.22222,8,48,0.84028,0.04235,0.70833,0.04912,0.72569,0.05192,0.01389,0.01317,0.06597,0.03187,0.00000,0.00000,0.01389,0.01317,0.62847,0.04266,0.40782,0.01419,0.00200,0.00000,0.07464,0.00216,0.71938,0.04286
risk_calibrated_temporal_credit_v5,stress_02,0.22222,9,48,0.84722,0.04332,0.69444,0.05085,0.70486,0.05259,0.00000,0.00000,0.07986,0.03074,0.00347,0.00681,0.03472,0.02374,0.57986,0.06808,0.40815,0.01387,0.00200,0.00000,0.07138,0.00206,0.71037,0.04583
risk_calibrated_temporal_credit_v5,stress_03,0.33333,0,48,0.86111,0.03682,0.65972,0.04345,0.68403,0.05523,0.00347,0.00681,0.08333,0.03076,0.00000,0.00000,0.02778,0.02025,0.57986,0.06151,0.42853,0.01532,0.00200,0.00000,0.07460,0.00205,0.72600,0.03738
